method,num_threads,n,task,time (ns)
seq,4,2e16,heavy,20411800
seq,4,2e16,light,514448
seq,4,2e20,heavy,283758529
seq,4,2e20,light,7058124
seq,8,2e16,heavy,16998328
seq,8,2e16,light,440242
seq,8,2e20,heavy,270465147
seq,8,2e20,light,6836927
seq,16,2e16,heavy,16641672
seq,16,2e16,light,409151
seq,16,2e20,heavy,267384979
seq,16,2e20,light,6812415
seq,20,2e16,heavy,16414462
seq,20,2e16,light,394220
seq,20,2e20,heavy,265761344
seq,20,2e20,light,6980858
seq,24,2e16,heavy,16886940
seq,24,2e16,light,420528
seq,24,2e20,heavy,264681922
seq,24,2e20,light,6661906
seq,28,2e16,heavy,16171388
seq,28,2e16,light,405981
seq,28,2e20,heavy,263904142
seq,28,2e20,light,6613449
seq,32,2e16,heavy,16339712
seq,32,2e16,light,395733
seq,32,2e20,heavy,262855798
seq,32,2e20,light,6656062
rayon,4,2e16,heavy,5072162
rayon,4,2e16,light,337489
rayon,4,2e20,heavy,87823775
rayon,4,2e20,light,4372341
rayon,8,2e16,heavy,3247974
rayon,8,2e16,light,371284
rayon,8,2e20,heavy,57275585
rayon,8,2e20,light,3094254
rayon,16,2e16,heavy,3138607
rayon,16,2e16,light,2098890
rayon,16,2e20,heavy,49725784
rayon,16,2e20,light,3587599
rayon,20,2e16,heavy,6348221
rayon,20,2e16,light,4317896
rayon,20,2e20,heavy,48926506
rayon,20,2e20,light,3882813
rayon,24,2e16,heavy,6522000
rayon,24,2e16,light,6062828
rayon,24,2e20,heavy,51395013
rayon,24,2e20,light,5093463
rayon,28,2e16,heavy,7205372
rayon,28,2e16,light,6040002
rayon,28,2e20,heavy,56580242
rayon,28,2e20,light,4211815
rayon,32,2e16,heavy,11672383
rayon,32,2e16,light,9558860
rayon,32,2e20,heavy,58065679
rayon,32,2e20,light,6765572
orx-once,4,2e16,heavy,6705467
orx-once,4,2e16,light,323887
orx-once,4,2e20,heavy,100055425
orx-once,4,2e20,light,2841602
orx-once,8,2e16,heavy,3890302
orx-once,8,2e16,light,551111
orx-once,8,2e20,heavy,62986868
orx-once,8,2e20,light,2102224
orx-once,16,2e16,heavy,2720902
orx-once,16,2e16,light,939981
orx-once,16,2e20,heavy,41331251
orx-once,16,2e20,light,2079305
orx-once,20,2e16,heavy,2884112
orx-once,20,2e16,light,1140262
orx-once,20,2e20,heavy,39865975
orx-once,20,2e20,light,2437339
orx-once,24,2e16,heavy,3378244
orx-once,24,2e16,light,1300899
orx-once,24,2e20,heavy,39470275
orx-once,24,2e20,light,2571913
orx-once,28,2e16,heavy,3645429
orx-once,28,2e16,light,1579305
orx-once,28,2e20,heavy,39284988
orx-once,28,2e20,light,2958568
orx-once,32,2e16,heavy,3915338
orx-once,32,2e16,light,1707837
orx-once,32,2e20,heavy,38067856
orx-once,32,2e20,light,3150156
orx-basic,4,2e16,heavy,6650858
orx-basic,4,2e16,light,258902
orx-basic,4,2e20,heavy,101489960
orx-basic,4,2e20,light,2681539
orx-basic,8,2e16,heavy,3722899
orx-basic,8,2e16,light,221741
orx-basic,8,2e20,heavy,65948906
orx-basic,8,2e20,light,1958296
orx-basic,16,2e16,heavy,2465128
orx-basic,16,2e16,light,286709
orx-basic,16,2e20,heavy,42428622
orx-basic,16,2e20,light,1553936
orx-basic,20,2e16,heavy,2277005
orx-basic,20,2e16,light,373900
orx-basic,20,2e20,heavy,38598027
orx-basic,20,2e20,light,1608662
orx-basic,24,2e16,heavy,2312836
orx-basic,24,2e16,light,471861
orx-basic,24,2e20,heavy,39553430
orx-basic,24,2e20,light,1496127
orx-basic,28,2e16,heavy,2086208
orx-basic,28,2e16,light,561454
orx-basic,28,2e20,heavy,39182550
orx-basic,28,2e20,light,1828774
orx-basic,32,2e16,heavy,2287204
orx-basic,32,2e16,light,641881
orx-basic,32,2e20,heavy,40824435
orx-basic,32,2e20,light,1974522
orx-rayon,4,2e16,heavy,6868688
orx-rayon,4,2e16,light,282336
orx-rayon,4,2e20,heavy,106439316
orx-rayon,4,2e20,light,2926322
orx-rayon,8,2e16,heavy,3909421
orx-rayon,8,2e16,light,379365
orx-rayon,8,2e20,heavy,65592669
orx-rayon,8,2e20,light,2137778
orx-rayon,16,2e16,heavy,2723219
orx-rayon,16,2e16,light,830412
orx-rayon,16,2e20,heavy,42409229
orx-rayon,16,2e20,light,1924680
orx-rayon,20,2e16,heavy,2953218
orx-rayon,20,2e16,light,1134955
orx-rayon,20,2e20,heavy,38383614
orx-rayon,20,2e20,light,2239958
orx-rayon,24,2e16,heavy,3086245
orx-rayon,24,2e16,light,1354057
orx-rayon,24,2e20,heavy,37605175
orx-rayon,24,2e20,light,2649333
orx-rayon,28,2e16,heavy,3262179
orx-rayon,28,2e16,light,1582082
orx-rayon,28,2e20,heavy,38826226
orx-rayon,28,2e20,light,3108908
orx-rayon,32,2e16,heavy,3516193
orx-rayon,32,2e16,light,1866122
orx-rayon,32,2e20,heavy,38989165
orx-rayon,32,2e20,light,3290474
